order_id,customer_id,date,product_id,quantity,price
1,143,2023-09-30,126,3,1452.62
2,639,2023-12-17,109,1,3021.14
3,301,2023-05-22,155,4,3989.69
4,355,2023-05-31,164,2,2343.71
5,845,2023-11-21,136,3,3184.19
6,291,2023-11-15,160,1,2218.39
7,197,2023-11-23,120,3,3928.61
8,561,2023-04-12,132,4,2876.73
9,794,2023-05-15,191,2,3473.8
10,533,2024-01-20,175,5,1009.72
11,151,2023-07-11,103,2,283.92
12,617,2023-07-30,181,5,158.95
13,585,2023-07-27,131,3,861.19
14,466,2023-09-05,176,3,2283.25
15,674,2024-02-29,181,5,1870.23
16,741,2023-04-11,197,3,1845.31
17,496,2023-12-05,167,4,2998.38
18,494,2023-10-02,113,4,2842.67
19,510,2023-10-02,101,3,978.18
20,554,2023-03-23,146,2,614.12
21,139,2023-04-17,117,5,3556.72
22,541,2023-09-23,130,3,2327.16
23,434,2024-02-02,139,1,3412.64
24,764,2023-06-15,126,5,1502.33
25,237,2023-04-08,186,3,396.17
26,973,2023-04-02,138,1,557.69
27,366,2023-12-13,179,5,3378.46
28,568,2023-11-13,113,2,1660.37
29,632,2024-03-08,158,4,872.94
30,791,2023-03-26,123,4,2632.84
31,142,2023-06-05,194,1,3121.7
32,599,2023-09-24,158,4,3882.83
33,255,2023-11-16,134,1,2335.18
34,180,2024-02-02,162,1,3917.99
35,240,2024-03-02,177,5,1759.63
36,545,2023-08-12,138,1,916.91
37,686,2024-02-04,177,5,232.49
38,350,2023-10-19,118,1,2355.76
39,922,2023-03-19,160,5,1937.93
40,668,2023-05-04,109,1,2198.08
41,325,2023-11-05,158,1,2297.99
42,670,2024-02-17,152,5,157.16
43,286,2023-11-10,185,1,321.4
44,282,2023-08-12,102,4,684.08
45,477,2023-12-05,155,3,2561.37
46,866,2023-11-06,176,1,3934.99
47,881,2023-09-20,115,4,240.31
48,203,2023-12-19,149,5,2078.78
49,427,2024-02-29,101,2,3951.57
50,320,2023-06-15,120,1,3688.94
51,355,2023-05-11,140,1,1455.67
52,476,2023-07-16,187,4,2103.75
53,233,2023-07-05,174,1,1582.8
54,373,2023-07-22,101,4,3613.01
55,825,2023-04-19,152,2,1543.33
56,486,2023-05-01,178,2,2501.63
57,202,2023-10-05,125,3,64.07
58,207,2024-02-22,161,1,1503.87
59,625,2023-06-13,133,5,3793.97
60,688,2023-09-29,120,5,1382.93
61,951,2023-05-01,110,3,2210.95
62,477,2024-03-11,114,4,136.89
63,964,2023-11-05,197,3,749.85
64,107,2024-02-21,162,5,3198.35
65,272,2023-05-23,119,2,3288.1
66,755,2023-10-02,177,3,811.99
67,402,2024-01-20,195,1,1745.79
68,340,2023-10-26,142,3,2767.95
69,258,2023-11-26,140,2,3779.82
70,856,2023-03-31,129,2,3306.62
71,983,2024-01-24,137,2,2027.98
72,126,2023-05-12,160,2,2974.34
73,339,2024-03-03,140,1,43.6
74,865,2023-05-01,108,5,634.61
75,210,2024-01-05,184,4,2445.61
76,152,2023-05-30,191,2,376.07
77,424,2023-09-28,148,4,2787.79
78,562,2023-10-26,128,1,1199.57
79,575,2023-08-19,148,2,1093.72
80,736,2023-07-16,198,1,3374.61
81,626,2023-10-15,175,4,3492.8
82,690,2023-10-23,113,5,3401.43
83,476,2023-08-30,101,3,1979.16
84,688,2023-08-29,159,1,1210.41
85,180,2023-07-04,153,1,2074.37
86,712,2023-11-17,120,1,1912.42
87,567,2023-10-19,119,2,2575.18
88,683,2024-01-20,146,2,1474.71
89,583,2023-04-21,112,1,1642.03
90,173,2024-03-12,149,3,3384.81
91,889,2024-01-12,142,3,1061.19
92,107,2023-07-03,138,1,3518.89
93,465,2023-12-26,193,1,3886.93
94,794,2023-07-06,104,5,1461.19
95,426,2023-08-12,106,4,3353.4
96,681,2023-08-19,169,1,1355.51
97,196,2024-01-24,142,2,3254.13
98,687,2024-03-08,130,5,3947.44
99,758,2023-09-23,141,1,484.04
100,533,2023-05-05,125,5,3229.81
101,651,2023-09-21,152,5,2468.14
102,606,2023-05-22,183,5,2101.67
103,666,2023-11-11,126,1,1997.89
104,536,2023-04-03,195,3,2042.47
105,592,2024-02-10,174,4,1825.64
106,784,2023-04-30,121,2,1906.6
107,779,2023-10-29,142,1,87.65
108,201,2023-12-31,156,1,3817.32
109,215,2023-08-19,115,5,1252.63
110,372,2023-10-13,174,3,22.96
111,371,2023-12-27,152,1,1922.66
112,783,2023-10-10,111,2,1927.89
113,548,2024-02-13,187,5,2474.61
114,497,2024-02-07,144,1,1153.9
115,741,2023-04-06,150,2,2897.81
116,134,2024-01-22,139,5,1092.62
117,353,2023-09-18,194,1,837.48
118,402,2023-11-26,102,4,915.78
119,540,2023-12-04,196,4,2891.82
120,366,2023-07-27,114,5,2039.59
121,185,2024-02-06,192,5,1457.31
122,932,2023-06-21,150,1,3397.64
123,345,2023-04-27,134,3,743.44
124,570,2023-05-20,155,5,2940.17
125,573,2023-07-28,177,3,1523.89
126,832,2024-01-22,194,3,159.89
127,856,2023-10-10,126,5,2845.71
128,494,2023-10-08,167,5,2428.54
129,722,2023-12-19,150,5,1103.61
130,165,2023-08-13,186,1,3382.8
131,840,2023-12-24,140,3,2878.06
132,209,2023-12-10,184,1,1784.13
133,543,2023-07-18,108,2,2198.69
134,985,2023-04-28,164,5,2950.83
135,632,2023-09-21,112,1,1204.76
136,457,2023-12-04,186,4,646.86
137,949,2023-12-31,195,1,1604.91
138,145,2023-10-01,124,2,349.67
139,765,2023-10-17,136,4,921.62
140,843,2023-09-11,165,2,2986.91
141,244,2023-08-15,111,2,3790.79
142,656,2023-06-06,172,4,3538.24
143,302,2023-07-22,197,4,1274.78
144,736,2024-02-18,174,4,130.82
145,812,2024-02-12,158,3,2912.15
146,743,2023-11-17,184,1,3563.82
147,256,2023-11-14,169,4,3467.48
148,437,2023-04-09,114,2,1315.75
149,319,2023-10-17,195,4,2194.28
150,171,2023-10-15,140,5,1167.27
151,399,2023-12-03,128,5,2794.01
152,705,2024-03-07,129,3,1693.04
153,157,2023-06-27,107,4,1251.0
154,602,2023-09-24,144,3,3030.81
155,518,2023-10-02,125,4,3403.17
156,748,2023-06-01,199,1,2658.79
157,425,2023-12-13,192,2,1905.3
158,505,2023-05-27,140,5,2533.8
159,831,2023-11-05,155,2,772.5
160,176,2023-11-14,171,1,1631.9
161,715,2023-04-08,188,1,3111.37
162,671,2024-01-15,178,5,2690.62
163,206,2023-06-02,162,3,1618.08
164,911,2023-03-29,135,2,3463.39
165,396,2023-07-08,174,4,820.57
166,588,2023-07-29,195,5,2886.38
167,773,2023-11-19,148,3,602.01
168,964,2024-01-20,190,3,378.14
169,297,2023-06-03,155,2,320.22
170,269,2023-12-14,142,3,1275.86
171,824,2024-01-04,134,1,3468.75
172,410,2023-11-27,153,5,2750.71
173,571,2023-03-25,145,1,3705.62
174,906,2023-07-04,105,1,3079.24
175,719,2023-07-11,180,4,3967.34
176,102,2023-10-01,166,5,2130.67
177,223,2023-12-25,150,1,2374.94
178,572,2023-08-03,135,4,1773.54
179,441,2024-03-01,135,2,3784.28
180,209,2023-10-30,107,5,1028.79
181,146,2023-08-30,141,3,3878.54
182,996,2023-08-08,141,4,1779.22
183,155,2024-02-17,157,3,2779.76
184,990,2023-05-31,136,1,1432.65
185,663,2023-04-18,159,2,2947.25
186,871,2023-05-16,112,5,3994.16
187,524,2024-02-04,148,2,1620.47
188,987,2023-09-02,135,3,2766.88
189,572,2023-09-14,148,1,2253.18
190,672,2023-04-18,152,3,1356.34
191,754,2024-03-08,117,2,3000.92
192,939,2023-08-02,161,4,1136.66
193,833,2023-12-27,181,1,2694.62
194,407,2023-04-06,168,4,118.16
195,890,2024-02-24,135,1,413.07
196,133,2024-03-02,149,3,109.23
197,778,2023-06-13,148,2,1066.56
198,231,2024-01-17,149,4,419.17
199,996,2023-05-07,176,2,377.44
200,948,2023-04-29,160,5,2049.46
201,657,2023-08-05,147,3,2210.15
202,445,2024-03-04,112,3,3478.88
203,945,2023-07-20,193,3,2204.86
204,899,2023-12-08,137,3,3904.06
205,758,2023-12-25,170,5,3610.24
206,756,2023-03-31,134,1,1161.91
207,200,2023-12-30,122,3,3729.91
208,378,2023-11-18,134,5,3077.8
209,352,2024-01-07,140,2,2188.53
210,380,2023-10-14,169,3,754.22
